client_id,age,gender,location,income,income_frequency,monthly_income,profession,financial_goal,loan_type,principal_amount,interest_rate,loan_term_months,emi,Savings,Housing,Food,Transportation,Utilities,Healthcare,Debt Payments,Entertainment,Miscellaneous,peer_group_id
client_0842,36,Female,"Webbville, MT",251400,Monthly,251400,Teacher,Healthcare Savings,,,,,,48233.27,107177.67,48328.54,19696.54,17653.98,10310.01,0.0,0.0,0.0,PG_2578
client_0843,47,Male,"West Joshua, CA",537900,Monthly,537900,Retail Manager,Debt Repayment,,,,,,119153.71,204253.71,65344.02,43694.93,22663.49,37210.77,45579.36,0.0,0.0,PG_6381
client_0844,54,Other,"Rossberg, WA",53400,Bi-Weekly,115700,Pharmacist,Healthcare Savings,,,,,,31770.7,46214.44,15056.3,7606.11,7355.59,7696.87,0.0,0.0,0.0,PG_1218
client_0845,30,Female,"Jessicaberg, MI",120800,Monthly,120800,Teacher,Early Financial Freedom/FIRE,,,,,,16272.34,45165.86,17734.12,11189.12,7792.3,6497.67,16148.59,0.0,0.0,PG_229
client_0846,43,Male,"East Kathy, KY",24000,Monthly,24000,Plumber,Retirement,,,,,,6539.09,6995.03,4709.45,1841.73,1324.23,2035.27,555.21,0.0,0.0,PG_742
client_0847,43,Male,"Lake Jodiborough, IL",53500,Monthly,53500,Accountant,Debt Repayment,,,,,,8182.05,18323.71,10010.75,4561.4,2180.95,1384.55,8739.03,117.56,0.0,PG_931
client_0848,61,Male,"East Martin, MT",142700,Monthly,142700,Teacher,Retirement,,,,,,9353.73,51519.13,18265.42,12075.54,6962.2,14270.55,12281.65,6163.01,11808.76,PG_1392
client_0849,19,Male,"Donville, AZ",159100,Monthly,159100,Mechanic,Home Purchase,,,,,,26548.16,48511.15,19553.56,13498.78,5610.96,8383.81,11916.12,10608.47,14468.99,PG_2015
client_0850,27,Male,"East Victoriahaven, AL",90300,Annually,7500,Retail Manager,Retirement,,,,,,2610.86,2375.14,1279.48,1052.52,182.01,0.0,0.0,0.0,0.0,PG_552
client_0851,43,Female,"Kristenfurt, WA",77300,Monthly,77300,Truck Driver,Education Funding (Child/Self),Credit Card Debt,204457.04,0.073,,,14442.04,27592.43,14886.04,5035.06,2690.51,3507.34,9146.57,0.0,0.0,PG_627
client_0852,59,Male,"North Stevenfort, IN",60900,Monthly,60900,Customer Service Representative,Debt Repayment,,,,,,4282.73,16880.31,8741.65,5385.7,4857.93,5150.82,5302.38,2915.83,7382.66,PG_1691
client_0853,19,Male,"Roblesland, MD",106200,Monthly,106200,Registered Nurse,Retirement,,,,,,17875.53,31227.29,10459.86,7136.29,3157.58,10081.42,10671.88,9220.76,6369.39,PG_582
client_0854,30,Female,"New Kellybury, AR",70500,Monthly,70500,Registered Nurse,Retirement,,,,,,9436.96,23725.3,12161.35,5223.07,3459.45,5996.56,10497.31,0.0,0.0,PG_492
client_0855,33,Male,"West Arthurland, NE",58300,Monthly,58300,Customer Service Representative,Early Financial Freedom/FIRE,,,,,,7831.41,24125.9,10773.9,6227.73,3341.25,5516.86,482.95,0.0,0.0,PG_259
client_0856,23,Female,"Lake Tammyville, OR",111900,Monthly,111900,Business Analyst,Retirement,,,,,,15690.67,34064.41,13755.96,13755.23,5374.59,9927.23,6277.44,5758.8,7295.68,PG_462
client_0857,49,Female,"Port Nicholasberg, WY",64600,Monthly,64600,Customer Service Representative,Retirement,Mortgage,2297091.5,0.0416,84.0,31565.22,17046.32,24759.63,7143.87,8927.57,1958.4,4082.49,681.73,0.0,0.0,PG_1532
client_0858,63,Male,"Julieburgh, MP",74800,Monthly,74800,Sales Manager,Other,Credit Card Debt,56660.38,0.1496,,,8408.84,18061.49,13800.9,5653.49,4777.85,3058.38,11772.13,2303.81,6963.11,PG_1640
client_0859,52,Female,"Melindafurt, ND",95900,Monthly,95900,Retail Manager,Retirement,,,,,,30892.41,22476.37,19228.14,5375.54,5915.95,8981.67,3029.91,0.0,0.0,PG_1502
client_0860,28,Female,"Normanville, PW",52600,Monthly,52600,Accountant,Debt Repayment,,,,,,9854.51,13216.99,5432.82,5640.03,2291.36,2355.93,6867.1,1192.25,5749.01,PG_131
client_0861,59,Male,"Mikaylaville, MN",140100,Monthly,140100,Registered Nurse,Healthcare Savings,Personal Loan,3704908.97,0.0668,142.0,37823.02,24486.92,52761.19,23329.52,15430.24,8480.17,4095.47,11516.5,0.0,0.0,PG_1258
client_0862,40,Female,"East Monica, IL",61800,Monthly,61800,Doctor,Debt Repayment,Credit Card Debt,239895.23,0.125,,,6424.3,21145.5,11516.19,9342.83,2406.84,3099.56,5459.01,2405.76,0.0,PG_931
client_0863,53,Male,"Hancockshire, NM",21400,Bi-Weekly,46400,Customer Service Representative,Early Financial Freedom/FIRE,Credit Card Debt,245594.62,0.1102,,,10170.33,19529.07,5901.51,5363.36,1613.8,3673.95,147.99,0.0,0.0,PG_1349
client_0864,64,Male,"Andreaview, NV",52600,Monthly,52600,Retail Manager,Retirement,,,,,,11655.96,16659.19,7528.99,7650.14,3336.82,1306.49,2518.49,1943.92,0.0,PG_1592
client_0865,27,Female,"Rogersmouth, ME",37800,Monthly,37800,Marketing Specialist,Investment Growth,,,,,,1930.84,10963.69,3836.61,4724.04,1172.89,1422.19,4483.75,2639.59,6626.41,PG_056
client_0866,18,Female,"Roseshire, OK",29600,Bi-Weekly,64100,Software Engineer,Education Funding (Child/Self),Personal Loan,2249164.54,0.0982,12.0,197549.44,17765.22,25744.95,8790.4,4603.4,4862.9,2333.13,0.0,0.0,0.0,PG_537
client_0867,59,Female,"Port Josephstad, KY",115700,Monthly,115700,Pharmacist,Emergency Fund Building,Credit Card Debt,35046.24,0.0823,,,10155.89,39217.07,14032.26,13140.5,7177.42,4270.46,18231.36,9475.03,0.0,PG_1333
client_0868,60,Female,"Port Rickey, CO",314600,Monthly,314600,Marketing Specialist,Investment Growth,Mortgage,1478425.13,0.0782,99.0,20309.6,52379.55,75306.6,33952.4,47781.27,15294.95,6952.35,59414.68,23518.21,0.0,PG_4736
client_0869,48,Female,"Tinaport, PR",132400,Annually,11000,Truck Driver,Healthcare Savings,Auto Loan,168403.51,0.0617,60.0,3268.91,877.58,4072.32,1900.37,834.21,846.53,1101.69,750.34,616.96,0.0,PG_1038
client_0870,19,Male,"North Taylor, TX",34900,Monthly,34900,Business Analyst,Other,,,,,,4061.49,10609.4,4369.22,3940.76,1711.52,3137.49,5919.7,1150.43,0.0,PG_390
client_0871,18,Male,"Burkeland, AZ",81100,Monthly,81100,Customer Service Representative,Education Funding (Child/Self),Personal Loan,2216450.76,0.1026,159.0,25551.31,25403.9,30030.91,15162.94,10040.09,462.16,0.0,0.0,0.0,0.0,PG_247
client_0872,46,Female,"Stacyville, PW",50900,Monthly,50900,Chef,Healthcare Savings,Mortgage,962151.94,0.0865,213.0,8853.05,5568.45,15140.11,4791.87,7454.06,1905.01,1709.72,3854.69,4600.08,5876.0,PG_728
client_0873,26,Female,"New Erikchester, NM",94500,Annually,7900,Pharmacist,Retirement,,,,,,1218.41,2798.14,1281.03,878.44,389.19,308.72,1026.08,0.0,0.0,PG_162
client_0874,35,Female,"Port Johntown, CA",102200,Monthly,102200,Data Scientist,Education Funding (Child/Self),,,,,,21580.67,43622.35,16211.32,13259.29,3395.81,1901.88,2228.7,0.0,0.0,PG_1077
client_0875,18,Female,"Carlport, MO",91700,Bi-Weekly,198700,Marketing Specialist,Retirement,Credit Card Debt,120683.72,0.0841,,,58650.79,62704.57,36453.79,12355.41,15723.15,12787.43,24.86,0.0,0.0,PG_372
client_0876,25,Male,"Davidburgh, HI",50000,Monthly,50000,Electrician,Retirement,,,,,,10671.32,12785.92,7233.3,6373.52,3389.39,3907.59,5638.96,0.0,0.0,PG_002
client_0877,35,Male,"East Denisemouth, RI",51100,Monthly,51100,Mechanic,Travel,Mortgage,1667044.16,0.0748,288.0,12474.87,5216.27,14864.44,8702.37,5485.26,1677.1,3005.56,10425.06,1723.96,0.0,PG_994
client_0878,63,Male,"North Ronaldbury, ND",149800,Bi-Weekly,324600,Sales Manager,Retirement,Credit Card Debt,1780175.71,0.0404,,,43188.07,114045.01,35661.96,32216.46,11409.13,16616.61,55484.03,12219.85,3758.89,PG_3272
client_0879,61,Female,"West Virginialand, LA",96400,Annually,8000,Software Engineer,Home Purchase,,,,,,2146.24,2201.35,1424.45,852.89,447.34,514.89,412.83,0.0,0.0,PG_1655
client_0880,62,Female,"Hoodport, ME",113200,Monthly,113200,Sales Manager,Early Financial Freedom/FIRE,,,,,,38026.38,37732.06,20442.49,6087.27,4371.0,6540.8,0.0,0.0,0.0,PG_1239
client_0881,51,Female,"Mooremouth, GU",74200,Monthly,74200,Teacher,Investment Growth,Auto Loan,338708.54,0.1456,181.0,4632.41,11346.2,26840.03,10934.23,5044.78,4915.39,6468.61,7675.77,974.98,0.0,PG_1376
client_0882,41,Female,"New Ashley, MA",152600,Monthly,152600,Financial Analyst,Retirement,,,,,,51797.84,43930.67,28225.53,8301.28,9857.18,5365.8,5121.69,0.0,0.0,PG_2662
client_0883,45,Female,"Michaelstad, AZ",43100,Monthly,43100,Marketing Specialist,Education Funding (Child/Self),Mortgage,245164.33,0.1214,44.0,6930.95,10365.3,12068.69,7433.79,4122.33,1809.38,1334.43,5966.08,0.0,0.0,PG_837
client_0884,24,Female,"West Brandonburgh, DE",54000,Annually,4500,Sales Manager,Home Purchase,Credit Card Debt,8939.09,0.0485,,,1309.48,1592.2,706.11,709.24,145.04,37.93,0.0,0.0,0.0,PG_065
client_0885,30,Female,"Hughesville, PA",62600,Monthly,62600,Pharmacist,Investment Growth,Credit Card Debt,209821.64,0.1188,,,9013.57,16878.29,10970.53,7517.67,3501.7,3904.71,5213.54,3935.33,1664.65,PG_086
client_0886,54,Female,"Davisfurt, NE",152100,Monthly,152100,Sales Manager,Early Financial Freedom/FIRE,Mortgage,799504.06,0.1135,311.0,7990.99,31854.29,38116.97,27721.16,20866.05,8566.74,9524.08,10257.8,4580.84,612.07,PG_3209
client_0887,18,Female,"South Roger, AK",55600,Annually,4600,Lawyer,Retirement,,,,,,464.82,1405.94,740.44,565.24,324.1,109.87,427.35,402.65,159.59,PG_522
client_0888,50,Female,"Hunterville, VI",59700,Monthly,59700,Lawyer,Home Purchase,,,,,,16640.07,17966.04,7276.63,6268.04,2436.16,3846.27,4311.99,954.79,0.0,PG_1615
client_0889,51,Female,"Sextonborough, PA",33100,Monthly,33100,Data Scientist,Healthcare Savings,Mortgage,1063189.39,0.1084,245.0,10799.76,3162.77,10421.09,4352.59,2579.29,2257.98,1064.41,4685.87,2198.17,2377.82,PG_1268
client_0890,33,Male,"South Ryan, FL",405700,Monthly,405700,Data Scientist,Travel,,,,,,108672.17,171604.59,53712.98,30705.95,29518.2,11486.1,0.0,0.0,0.0,PG_3714
client_0891,53,Female,"New Mistychester, OR",142200,Annually,11800,Doctor,Home Purchase,Auto Loan,284095.82,0.1052,268.0,2755.5,3789.58,3883.95,2259.93,1315.18,551.35,0.0,0.0,0.0,0.0,PG_1645
client_0892,45,Female,"East Garyland, PA",95200,Annually,7900,Teacher,Investment Growth,Auto Loan,187492.63,0.146,223.0,2445.93,2323.3,2181.81,1298.58,1178.45,504.93,412.93,0.0,0.0,0.0,PG_676
client_0893,34,Male,"Port Tammyfurt, SD",71100,Monthly,71100,Truck Driver,Retirement,,,,,,7128.76,17776.65,10565.95,6642.57,3235.82,6561.8,10551.96,3447.5,5188.99,PG_692
client_0894,18,Female,"Joshuaview, GU",91300,Monthly,91300,Teacher,Home Purchase,Mortgage,2287720.98,0.1275,186.0,28258.67,15204.48,29076.07,12820.38,9838.07,3409.05,9196.88,6651.7,3479.66,1623.72,PG_195
client_0895,46,Male,"North Rachelland, WI",30700,Monthly,30700,Customer Service Representative,Education Funding (Child/Self),,,,,,7507.48,13229.16,4444.03,3919.87,893.42,706.04,0.0,0.0,0.0,PG_1157
client_0896,49,Male,"Ortizburgh, AS",99700,Annually,8300,Software Engineer,Education Funding (Child/Self),,,,,,1295.22,2601.34,1571.77,806.0,289.39,466.43,650.67,410.66,208.53,PG_1727
client_0897,44,Male,"Jessicaville, KS",113200,Monthly,113200,Retail Manager,Investment Growth,Mortgage,4065350.91,0.106,143.0,50172.02,18591.83,31301.62,16374.17,6896.12,5065.09,9281.11,11260.81,4384.07,10045.18,PG_1166
client_0898,32,Female,"Lake Meganport, ND",75200,Monthly,75200,Data Scientist,Retirement,,,,,,17451.36,26849.28,9223.35,8835.38,4886.86,7822.86,130.92,0.0,0.0,PG_322
client_0899,29,Female,"Lake Marktown, MO",68700,Monthly,68700,Mechanic,Retirement,Credit Card Debt,190679.68,0.0339,,,11157.81,22736.38,11204.65,8596.31,2376.35,1508.68,5269.59,4188.57,1661.66,PG_372
client_0900,40,Female,"Mclaughlinland, MP",23700,Monthly,23700,Lawyer,Early Financial Freedom/FIRE,Credit Card Debt,112182.08,0.0445,,,6347.79,9779.43,3429.0,1667.92,1415.46,853.59,206.81,0.0,0.0,PG_1049
client_0901,42,Female,"Johnstad, MN",152000,Monthly,152000,Administrative Assistant,Retirement,Credit Card Debt,709710.44,0.0891,,,48662.6,51769.28,15551.39,22958.02,5566.35,7492.36,0.0,0.0,0.0,PG_2432
client_0902,61,Female,"West Elizabethside, MT",50500,Monthly,50500,Software Engineer,Emergency Fund Building,,,,,,9165.56,14323.33,6687.98,5563.85,3168.59,2574.85,7808.99,1206.85,0.0,PG_1393
client_0903,54,Male,"North Collin, FL",149200,Annually,12400,Pharmacist,Home Purchase,,,,,,3890.61,2930.52,2375.15,596.17,927.07,699.96,931.36,49.15,0.0,PG_3125
client_0904,28,Female,"South Lawrence, NE",227700,Monthly,227700,Financial Analyst,Healthcare Savings,Mortgage,2514275.5,0.0389,200.0,17104.15,51078.5,62226.27,24866.6,24518.83,13271.69,19253.66,32484.46,0.0,0.0,PG_2028
client_0905,22,Male,"Josephburgh, WI",62100,Annually,5200,Data Scientist,Home Purchase,Personal Loan,54013.92,0.0811,287.0,426.92,1374.29,1314.61,650.19,458.33,310.9,166.71,911.48,13.49,0.0,PG_565
client_0906,37,Male,"Lucaston, VI",78200,Monthly,78200,Truck Driver,Investment Growth,,,,,,9134.12,28752.45,8819.69,10106.92,5976.39,8025.1,7385.32,0.0,0.0,PG_1026
client_0907,44,Female,"North Mary, ME",108700,Bi-Weekly,235500,Accountant,Home Purchase,,,,,,59204.87,81723.03,48952.75,25502.3,10637.52,5477.61,4001.92,0.0,0.0,PG_645
client_0908,62,Male,"Debbiemouth, MI",78800,Monthly,78800,Chef,Home Purchase,Personal Loan,540411.83,0.1042,21.0,28262.18,12388.49,26745.4,13646.52,10722.44,3713.97,6681.95,4901.22,0.0,0.0,PG_1405
client_0909,19,Female,"Kyleberg, PR",111700,Monthly,111700,Plumber,Debt Repayment,Auto Loan,3873723.05,0.147,43.0,116418.0,35946.4,31354.0,19450.58,9339.4,5210.58,3262.08,7136.97,0.0,0.0,PG_441
client_0910,29,Female,"Sarahton, UT",171000,Annually,14200,Financial Analyst,Home Purchase,Mortgage,232920.94,0.0433,92.0,2980.11,3169.19,5304.76,2708.11,1535.14,603.32,369.04,510.44,0.0,0.0,PG_1885
client_0911,28,Male,"East Tammymouth, DE",52100,Monthly,52100,Truck Driver,Retirement,,,,,,14585.72,16940.31,6994.39,6807.9,1797.62,3840.12,1133.93,0.0,0.0,PG_062
client_0912,31,Male,"Spencermouth, IN",31800,Bi-Weekly,68900,Administrative Assistant,Other,,,,,,8175.7,25937.28,6494.58,6231.13,4901.11,4905.53,11364.17,890.5,0.0,PG_520
client_0913,28,Female,"Harrellhaven, AZ",39600,Monthly,39600,Lawyer,Healthcare Savings,Mortgage,594619.81,0.033,97.0,6992.63,12096.86,12945.26,4241.27,6168.42,2540.56,1047.22,560.41,0.0,0.0,PG_248
client_0914,62,Female,"North Jillport, ND",176000,Bi-Weekly,381300,Administrative Assistant,Travel,Credit Card Debt,1356433.63,0.1401,,,64793.28,107882.91,45397.01,47438.76,25105.63,8527.61,28430.58,19634.64,34089.57,PG_3274
client_0915,29,Male,"North Julian, VI",108300,Monthly,108300,Electrician,Home Purchase,Auto Loan,2843461.51,0.0362,254.0,16048.38,18398.37,45285.87,17942.89,16501.72,3464.88,5718.91,987.36,0.0,0.0,PG_435
client_0916,58,Male,"East Anthonyville, RI",54900,Monthly,54900,Accountant,Debt Repayment,,,,,,4593.87,16587.95,5523.09,6387.76,2730.47,1326.58,10563.88,1593.36,5593.05,PG_1581
client_0917,37,Female,"Williamport, GA",384400,Monthly,384400,Electrician,Early Financial Freedom/FIRE,,,,,,125666.42,144174.03,64598.2,49961.34,0.0,0.0,0.0,0.0,0.0,PG_4559
client_0918,52,Male,"West Davidside, MP",98400,Monthly,98400,Lawyer,Debt Repayment,Credit Card Debt,499853.66,0.0472,,,7716.78,36876.83,17892.01,9564.77,7171.43,3737.18,15441.0,0.0,0.0,PG_1631
client_0919,29,Female,"Lake Dawn, NJ",62300,Monthly,62300,Plumber,Education Funding (Child/Self),,,,,,17467.63,20709.56,10082.81,9854.39,3842.36,343.25,0.0,0.0,0.0,PG_397
client_0920,22,Female,"Brownbury, KY",65500,Monthly,65500,Software Engineer,Retirement,,,,,,16261.74,18440.57,12953.94,9691.67,3927.08,4225.01,0.0,0.0,0.0,PG_152
client_0921,36,Female,"Elizabethfurt, MA",86400,Bi-Weekly,187200,Mechanic,Retirement,Credit Card Debt,477234.86,0.1234,,,55888.14,63038.1,21264.92,20442.97,10630.6,10755.13,5180.14,0.0,0.0,PG_892
client_0922,51,Female,"Clarkchester, DE",59700,Monthly,59700,Business Analyst,Early Financial Freedom/FIRE,,,,,,13479.14,18628.07,8223.88,6516.74,3129.45,5369.63,4353.09,0.0,0.0,PG_1249
client_0923,30,Male,"West Courtney, PA",42900,Monthly,42900,Marketing Specialist,Healthcare Savings,Credit Card Debt,239920.82,0.09,,,2546.79,13477.73,8598.75,2676.09,1338.73,3717.84,5584.29,3863.89,1095.89,PG_088
client_0924,41,Female,"Martinmouth, DE",68400,Annually,5700,Project Manager,Healthcare Savings,Credit Card Debt,11576.91,0.0418,,,697.74,1805.22,1113.1,329.93,403.51,204.25,660.42,317.73,168.11,PG_658
client_0925,29,Male,"West Emily, PW",45600,Bi-Weekly,98800,Teacher,Home Purchase,,,,,,23142.7,27122.39,13202.98,11688.66,6211.95,8113.39,9317.92,0.0,0.0,PG_135
client_0926,25,Male,"Smithbury, CT",106100,Monthly,106100,Business Analyst,Emergency Fund Building,,,,,,19526.68,27963.29,15120.91,14740.35,4237.64,9144.52,13377.85,1988.75,0.0,PG_363
client_0927,29,Male,"South Robertland, SC",72900,Monthly,72900,Administrative Assistant,Other,,,,,,8601.59,28474.95,9530.28,7530.8,2982.96,5409.86,10369.56,0.0,0.0,PG_190
client_0928,22,Female,"North Jeffreyberg, CA",75300,Annually,6300,Accountant,Travel,,,,,,1813.23,2679.59,770.72,362.23,468.73,163.99,41.51,0.0,0.0,PG_484
client_0929,33,Male,"South Erik, NM",277900,Monthly,277900,Truck Driver,Early Financial Freedom/FIRE,,,,,,49441.08,103122.57,46651.3,33312.55,14769.01,22244.28,8359.21,0.0,0.0,PG_1939
client_0930,60,Female,"East Melodyberg, CT",130500,Monthly,130500,Teacher,Retirement,,,,,,23126.72,38108.52,18814.06,14965.39,8237.01,7623.35,19624.94,0.0,0.0,PG_1542
client_0931,63,Female,"Davisland, TX",167000,Annually,13900,Software Engineer,Home Purchase,,,,,,2579.76,4592.73,2084.45,2129.3,1111.09,1176.31,226.35,0.0,0.0,PG_3335
client_0932,32,Female,"Millerville, IN",72900,Annually,6100,Software Engineer,Home Purchase,,,,,,424.79,1910.91,637.75,816.29,406.63,216.78,1216.16,470.69,0.0,PG_515
client_0933,44,Male,"Jacksonchester, UT",59900,Monthly,59900,Marketing Specialist,Travel,,,,,,18652.16,20158.04,7746.39,6063.47,1976.87,3959.65,1343.42,0.0,0.0,PG_704
client_0934,62,Female,"Jenniferborough, IL",63400,Annually,5300,Plumber,Home Purchase,,,,,,1306.09,1697.06,632.53,666.09,241.93,181.63,482.3,92.36,0.0,PG_1525
client_0935,25,Female,"Tonychester, TX",77000,Monthly,77000,Chef,Retirement,Mortgage,302738.4,0.1462,283.0,3812.92,11577.55,27592.98,14287.42,12027.44,2270.76,3898.78,5345.06,0.0,0.0,PG_382
client_0936,58,Female,"Port Stacyside, KS",65800,Monthly,65800,Chef,Healthcare Savings,,,,,,13284.29,25154.13,12895.34,8062.35,4350.93,2052.96,0.0,0.0,0.0,PG_1758
client_0937,47,Male,"Robertsberg, ND",220500,Monthly,220500,Software Engineer,Education Funding (Child/Self),,,,,,72856.76,81163.42,31517.03,27379.9,6351.77,1231.13,0.0,0.0,0.0,PG_2687
client_0938,27,Female,"Stephaniechester, WA",168500,Monthly,168500,Teacher,Home Purchase,,,,,,31775.96,72251.45,24457.06,8860.26,10227.49,12083.67,8844.11,0.0,0.0,PG_1805
client_0939,61,Female,"West Mackenzie, NJ",70200,Monthly,70200,Truck Driver,Home Purchase,,,,,,5880.92,23719.78,8657.94,6082.92,5515.46,5833.19,7746.62,1645.16,5118.01,PG_1575
client_0940,59,Male,"New Katherine, AZ",109900,Monthly,109900,Marketing Specialist,Healthcare Savings,Personal Loan,3459296.75,0.0346,112.0,36191.96,25643.51,36103.81,18166.95,13655.77,7516.45,5893.3,2920.21,0.0,0.0,PG_1428
client_0941,55,Female,"Jessicaton, LA",67800,Monthly,67800,Plumber,Home Purchase,Mortgage,1789771.48,0.0549,57.0,35745.87,19691.2,23922.5,11823.02,7370.73,3051.97,1940.58,0.0,0.0,0.0,PG_1655
client_0942,35,Female,"Boyerview, CT",148600,Monthly,148600,Plumber,Retirement,,,,,,51068.51,47496.2,26595.88,18490.52,4948.89,0.0,0.0,0.0,0.0,PG_2722
client_0943,57,Female,"South Brett, KY",37600,Monthly,37600,Financial Analyst,Healthcare Savings,,,,,,4094.44,8849.14,4049.73,4566.97,3089.58,3184.45,4856.04,1047.92,3861.72,PG_1338
client_0944,45,Male,"East Mark, CA",35700,Monthly,35700,Retail Manager,Early Financial Freedom/FIRE,,,,,,2529.57,10218.44,3452.51,1786.42,1505.1,1932.11,5787.87,2100.47,6387.51,PG_1079
client_0945,33,Female,"Smithstad, GA",118600,Monthly,118600,Retail Manager,Retirement,Credit Card Debt,567025.39,0.1322,,,7404.8,35095.88,17222.61,8779.05,6158.81,11101.09,12332.65,4661.18,15843.94,PG_422
client_0946,62,Female,"New Stephanietown, PW",342500,Monthly,342500,Business Analyst,Early Financial Freedom/FIRE,,,,,,58537.2,125700.0,40408.29,32672.44,13528.84,12495.88,19728.82,25919.25,13509.27,PG_4859
client_0947,47,Female,"Joshuaborough, OH",36600,Monthly,36600,Project Manager,Emergency Fund Building,Auto Loan,827101.34,0.1454,320.0,10240.44,2585.82,9250.94,4125.32,3757.07,1112.73,1240.06,3155.12,2536.55,8836.38,PG_903
client_0948,50,Female,"West Johnview, CT",94800,Monthly,94800,Plumber,Home Purchase,Credit Card Debt,429670.59,0.0685,,,4778.43,40575.19,16803.06,7710.84,6103.5,7343.46,11485.52,0.0,0.0,PG_1545
client_0949,52,Male,"Greenside, DE",112700,Annually,9400,Software Engineer,Retirement,,,,,,2077.47,2619.26,1082.84,1335.39,451.01,382.89,830.69,620.45,0.0,PG_1242
client_0950,45,Male,"East Kelly, AR",46600,Annually,3900,Accountant,Education Funding (Child/Self),,,,,,223.81,1269.78,496.39,367.18,125.3,350.07,286.24,181.12,600.11,PG_1087
client_0951,40,Male,"Palmerburgh, OK",181300,Monthly,181300,Administrative Assistant,Healthcare Savings,,,,,,39816.88,54225.39,30741.28,25464.28,7454.92,11707.24,11890.01,0.0,0.0,PG_2898
client_0952,49,Female,"New Jenny, MI",36200,Annually,3000,Chef,Retirement,,,,,,315.81,1076.03,382.73,280.68,169.39,233.09,376.77,59.31,106.2,PG_1402
client_0953,59,Male,"Gabrielleberg, GU",115400,Bi-Weekly,250000,Business Analyst,Retirement,,,,,,35900.2,102362.28,38560.0,36281.41,11127.08,13385.32,12383.72,0.0,0.0,PG_1372
client_0954,45,Male,"Ginamouth, VI",70100,Monthly,70100,Marketing Specialist,Home Purchase,,,,,,24148.5,25121.8,12386.94,8442.76,0.0,0.0,0.0,0.0,0.0,PG_1025
client_0955,55,Male,"Allentown, MN",84600,Monthly,84600,Business Analyst,Retirement,,,,,,18557.89,24254.45,11904.8,5439.82,4165.49,6547.42,10714.04,2457.57,558.52,PG_1252
client_0956,18,Male,"Reneehaven, AL",75100,Monthly,75100,Doctor,Healthcare Savings,,,,,,17556.63,22055.69,11444.21,4898.83,4795.02,7284.56,3836.13,3228.92,0.0,PG_558
client_0957,62,Male,"Christophermouth, VT",169900,Monthly,169900,Accountant,Home Purchase,Personal Loan,37075.98,0.0687,130.0,405.16,9881.61,53698.13,34645.73,8472.94,6435.79,7541.22,28088.28,4936.86,16199.44,PG_3215
client_0958,29,Male,"North Vanessaborough, NY",97200,Monthly,97200,Lawyer,Debt Repayment,,,,,,27762.87,32994.82,19655.71,4991.26,5372.26,6423.09,0.0,0.0,0.0,PG_501
client_0959,46,Female,"Gonzalezmouth, NM",77000,Monthly,77000,Chef,Retirement,Auto Loan,769656.74,0.0348,66.0,12831.01,15956.99,22497.99,8082.73,10071.7,5313.64,8174.45,6201.81,700.69,0.0,PG_752
client_0960,36,Male,"New Chrishaven, MN",33400,Annually,2800,Data Scientist,Education Funding (Child/Self),,,,,,306.78,753.96,391.07,391.37,81.01,82.17,163.26,231.38,399.01,PG_667
client_0961,48,Male,"Henryshire, FM",51600,Monthly,51600,Accountant,Emergency Fund Building,,,,,,13312.25,15707.97,6855.73,5663.22,3924.44,5095.79,1040.59,0.0,0.0,PG_633
client_0962,58,Female,"Lake Nicholasstad, IA",74200,Monthly,74200,Pharmacist,Investment Growth,Auto Loan,1630194.02,0.0651,274.0,11444.93,6652.04,30170.14,10451.77,11581.15,5377.98,7423.69,2543.22,0.0,0.0,PG_1416
client_0963,59,Other,"Lake Patrickmouth, DC",78500,Annually,6500,Business Analyst,Home Purchase,,,,,,1967.94,2544.74,777.26,628.42,326.93,254.71,0.0,0.0,0.0,PG_1205
client_0964,18,Female,"Reedside, DE",47300,Annually,3900,Administrative Assistant,Travel,,,,,,421.02,1473.1,503.14,392.59,199.66,285.54,229.57,202.58,192.8,PG_064
client_0965,57,Female,"North Lance, AZ",49900,Monthly,49900,Doctor,Early Financial Freedom/FIRE,Mortgage,997567.05,0.0804,173.0,9758.84,17300.38,20768.0,6492.1,5339.52,0.0,0.0,0.0,0.0,0.0,PG_1429
client_0966,62,Other,"Reedland, AZ",91200,Monthly,91200,Plumber,Education Funding (Child/Self),,,,,,29951.28,29807.88,9753.72,5648.26,6240.4,5806.39,3992.07,0.0,0.0,PG_1427
client_0967,24,Female,"Port Michael, VA",121600,Monthly,121600,Chef,Retirement,,,,,,9754.09,45001.75,21054.82,10168.32,5396.94,11546.91,12509.53,5151.5,1016.14,PG_272
client_0968,34,Female,"Port Lisaview, RI",74800,Annually,6200,Doctor,Education Funding (Child/Self),Personal Loan,130742.85,0.038,180.0,954.04,691.27,2623.95,1001.59,295.5,365.52,637.95,501.48,82.73,0.0,PG_997
client_0969,60,Male,"Justinshire, IA",48200,Monthly,48200,Data Scientist,Early Financial Freedom/FIRE,,,,,,14018.82,13005.41,4864.7,3265.48,3731.36,3934.1,5380.14,0.0,0.0,PG_1419
client_0970,22,Female,"Sellersville, AL",243500,Monthly,243500,Lawyer,Retirement,Personal Loan,5928448.92,0.1069,67.0,117897.51,13778.03,91148.08,33879.69,21362.19,15063.34,11575.14,38669.88,18023.65,0.0,PG_2322
