peer_group_id,description
PG_1634,"Income: $8,759 - $144,500, Age: 48 - 64, State: MP, Goal: Travel"
PG_1635,"Income: $8,759 - $144,500, Age: 48 - 64, State: MP, Goal: Home Purchase"
PG_1636,"Income: $8,759 - $144,500, Age: 48 - 64, State: MP, Goal: Investment Growth"
PG_1637,"Income: $8,759 - $144,500, Age: 48 - 64, State: MP, Goal: Education Funding (Child/Self)"
PG_1638,"Income: $8,759 - $144,500, Age: 48 - 64, State: MP, Goal: Healthcare Savings"
PG_1639,"Income: $8,759 - $144,500, Age: 48 - 64, State: MP, Goal: Early Financial Freedom/FIRE"
PG_1640,"Income: $8,759 - $144,500, Age: 48 - 64, State: MP, Goal: Other"
PG_1641,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Debt Repayment"
PG_1642,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Retirement"
PG_1643,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Emergency Fund Building"
PG_1644,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Travel"
PG_1645,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Home Purchase"
PG_1646,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Investment Growth"
PG_1647,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Education Funding (Child/Self)"
PG_1648,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Healthcare Savings"
PG_1649,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Early Financial Freedom/FIRE"
PG_1650,"Income: $8,759 - $144,500, Age: 48 - 64, State: OR, Goal: Other"
PG_1651,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Debt Repayment"
PG_1652,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Retirement"
PG_1653,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Emergency Fund Building"
PG_1654,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Travel"
PG_1655,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Home Purchase"
PG_1656,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Investment Growth"
PG_1657,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Education Funding (Child/Self)"
PG_1658,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Healthcare Savings"
PG_1659,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Early Financial Freedom/FIRE"
PG_1660,"Income: $8,759 - $144,500, Age: 48 - 64, State: LA, Goal: Other"
PG_1661,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Debt Repayment"
PG_1662,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Retirement"
PG_1663,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Emergency Fund Building"
PG_1664,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Travel"
PG_1665,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Home Purchase"
PG_1666,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Investment Growth"
PG_1667,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Education Funding (Child/Self)"
PG_1668,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Healthcare Savings"
PG_1669,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Early Financial Freedom/FIRE"
PG_1670,"Income: $8,759 - $144,500, Age: 48 - 64, State: CA, Goal: Other"
PG_1671,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Debt Repayment"
PG_1672,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Retirement"
PG_1673,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Emergency Fund Building"
PG_1674,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Travel"
PG_1675,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Home Purchase"
PG_1676,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Investment Growth"
PG_1677,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Education Funding (Child/Self)"
PG_1678,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Healthcare Savings"
PG_1679,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Early Financial Freedom/FIRE"
PG_1680,"Income: $8,759 - $144,500, Age: 48 - 64, State: AR, Goal: Other"
PG_1681,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Debt Repayment"
PG_1682,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Retirement"
PG_1683,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Emergency Fund Building"
PG_1684,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Travel"
PG_1685,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Home Purchase"
PG_1686,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Investment Growth"
PG_1687,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Education Funding (Child/Self)"
PG_1688,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Healthcare Savings"
PG_1689,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Early Financial Freedom/FIRE"
PG_1690,"Income: $8,759 - $144,500, Age: 48 - 64, State: NY, Goal: Other"
PG_1691,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Debt Repayment"
PG_1692,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Retirement"
PG_1693,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Emergency Fund Building"
PG_1694,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Travel"
PG_1695,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Home Purchase"
PG_1696,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Investment Growth"
PG_1697,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Education Funding (Child/Self)"
PG_1698,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Healthcare Savings"
PG_1699,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Early Financial Freedom/FIRE"
PG_1700,"Income: $8,759 - $144,500, Age: 48 - 64, State: IN, Goal: Other"
PG_1701,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Debt Repayment"
PG_1702,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Retirement"
PG_1703,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Emergency Fund Building"
PG_1704,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Travel"
PG_1705,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Home Purchase"
PG_1706,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Investment Growth"
PG_1707,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Education Funding (Child/Self)"
PG_1708,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Healthcare Savings"
PG_1709,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Early Financial Freedom/FIRE"
PG_1710,"Income: $8,759 - $144,500, Age: 48 - 64, State: AK, Goal: Other"
PG_1711,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Debt Repayment"
PG_1712,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Retirement"
PG_1713,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Emergency Fund Building"
PG_1714,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Travel"
PG_1715,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Home Purchase"
PG_1716,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Investment Growth"
PG_1717,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Education Funding (Child/Self)"
PG_1718,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Healthcare Savings"
PG_1719,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Early Financial Freedom/FIRE"
PG_1720,"Income: $8,759 - $144,500, Age: 48 - 64, State: OK, Goal: Other"
PG_1721,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Debt Repayment"
PG_1722,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Retirement"
PG_1723,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Emergency Fund Building"
PG_1724,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Travel"
PG_1725,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Home Purchase"
PG_1726,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Investment Growth"
PG_1727,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Education Funding (Child/Self)"
PG_1728,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Healthcare Savings"
PG_1729,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Early Financial Freedom/FIRE"
PG_1730,"Income: $8,759 - $144,500, Age: 48 - 64, State: AS, Goal: Other"
PG_1731,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Debt Repayment"
PG_1732,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Retirement"
PG_1733,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Emergency Fund Building"
PG_1734,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Travel"
PG_1735,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Home Purchase"
PG_1736,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Investment Growth"
PG_1737,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Education Funding (Child/Self)"
PG_1738,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Healthcare Savings"
PG_1739,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Early Financial Freedom/FIRE"
PG_1740,"Income: $8,759 - $144,500, Age: 48 - 64, State: AL, Goal: Other"
PG_1741,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Debt Repayment"
PG_1742,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Retirement"
PG_1743,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Emergency Fund Building"
PG_1744,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Travel"
PG_1745,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Home Purchase"
PG_1746,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Investment Growth"
PG_1747,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Education Funding (Child/Self)"
PG_1748,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Healthcare Savings"
PG_1749,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Early Financial Freedom/FIRE"
PG_1750,"Income: $8,759 - $144,500, Age: 48 - 64, State: WI, Goal: Other"
PG_1751,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Debt Repayment"
PG_1752,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Retirement"
PG_1753,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Emergency Fund Building"
PG_1754,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Travel"
PG_1755,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Home Purchase"
PG_1756,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Investment Growth"
PG_1757,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Education Funding (Child/Self)"
PG_1758,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Healthcare Savings"
PG_1759,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Early Financial Freedom/FIRE"
PG_1760,"Income: $8,759 - $144,500, Age: 48 - 64, State: KS, Goal: Other"
PG_1761,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Debt Repayment"
PG_1762,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Retirement"
PG_1763,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Emergency Fund Building"
PG_1764,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Travel"
PG_1765,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Home Purchase"
PG_1766,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Investment Growth"
PG_1767,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Education Funding (Child/Self)"
PG_1768,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Healthcare Savings"
PG_1769,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Early Financial Freedom/FIRE"
PG_1770,"Income: $8,759 - $144,500, Age: 48 - 64, State: MD, Goal: Other"
PG_1771,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Debt Repayment"
PG_1772,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Retirement"
PG_1773,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Emergency Fund Building"
PG_1774,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Travel"
PG_1775,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Home Purchase"
PG_1776,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Investment Growth"
PG_1777,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Education Funding (Child/Self)"
PG_1778,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Healthcare Savings"
PG_1779,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Early Financial Freedom/FIRE"
PG_1780,"Income: $144,500 - $279,700, Age: 17 - 33, State: HI, Goal: Other"
PG_1781,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Debt Repayment"
PG_1782,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Retirement"
PG_1783,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Emergency Fund Building"
PG_1784,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Travel"
PG_1785,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Home Purchase"
PG_1786,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Investment Growth"
PG_1787,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Education Funding (Child/Self)"
PG_1788,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Healthcare Savings"
PG_1789,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Early Financial Freedom/FIRE"
PG_1790,"Income: $144,500 - $279,700, Age: 17 - 33, State: CO, Goal: Other"
PG_1791,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Debt Repayment"
PG_1792,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Retirement"
PG_1793,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Emergency Fund Building"
PG_1794,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Travel"
PG_1795,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Home Purchase"
PG_1796,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Investment Growth"
PG_1797,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Education Funding (Child/Self)"
PG_1798,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Healthcare Savings"
PG_1799,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Early Financial Freedom/FIRE"
PG_1800,"Income: $144,500 - $279,700, Age: 17 - 33, State: DC, Goal: Other"
PG_1801,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Debt Repayment"
PG_1802,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Retirement"
PG_1803,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Emergency Fund Building"
PG_1804,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Travel"
PG_1805,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Home Purchase"
PG_1806,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Investment Growth"
PG_1807,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Education Funding (Child/Self)"
PG_1808,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Healthcare Savings"
PG_1809,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Early Financial Freedom/FIRE"
PG_1810,"Income: $144,500 - $279,700, Age: 17 - 33, State: WA, Goal: Other"
PG_1811,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Debt Repayment"
PG_1812,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Retirement"
PG_1813,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Emergency Fund Building"
PG_1814,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Travel"
PG_1815,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Home Purchase"
PG_1816,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Investment Growth"
PG_1817,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Education Funding (Child/Self)"
PG_1818,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Healthcare Savings"
PG_1819,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Early Financial Freedom/FIRE"
PG_1820,"Income: $144,500 - $279,700, Age: 17 - 33, State: FM, Goal: Other"
PG_1821,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Debt Repayment"
PG_1822,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Retirement"
PG_1823,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Emergency Fund Building"
PG_1824,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Travel"
PG_1825,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Home Purchase"
PG_1826,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Investment Growth"
PG_1827,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Education Funding (Child/Self)"
PG_1828,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Healthcare Savings"
PG_1829,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Early Financial Freedom/FIRE"
PG_1830,"Income: $144,500 - $279,700, Age: 17 - 33, State: ME, Goal: Other"
PG_1831,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Debt Repayment"
PG_1832,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Retirement"
PG_1833,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Emergency Fund Building"
PG_1834,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Travel"
PG_1835,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Home Purchase"
PG_1836,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Investment Growth"
PG_1837,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Education Funding (Child/Self)"
PG_1838,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Healthcare Savings"
PG_1839,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Early Financial Freedom/FIRE"
PG_1840,"Income: $144,500 - $279,700, Age: 17 - 33, State: DE, Goal: Other"
PG_1841,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Debt Repayment"
PG_1842,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Retirement"
PG_1843,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Emergency Fund Building"
PG_1844,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Travel"
PG_1845,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Home Purchase"
PG_1846,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Investment Growth"
PG_1847,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Education Funding (Child/Self)"
PG_1848,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Healthcare Savings"
PG_1849,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Early Financial Freedom/FIRE"
PG_1850,"Income: $144,500 - $279,700, Age: 17 - 33, State: MN, Goal: Other"
PG_1851,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Debt Repayment"
PG_1852,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Retirement"
PG_1853,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Emergency Fund Building"
PG_1854,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Travel"
PG_1855,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Home Purchase"
PG_1856,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Investment Growth"
PG_1857,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Education Funding (Child/Self)"
PG_1858,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Healthcare Savings"
PG_1859,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Early Financial Freedom/FIRE"
PG_1860,"Income: $144,500 - $279,700, Age: 17 - 33, State: PA, Goal: Other"
PG_1861,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Debt Repayment"
PG_1862,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Retirement"
PG_1863,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Emergency Fund Building"
PG_1864,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Travel"
PG_1865,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Home Purchase"
PG_1866,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Investment Growth"
PG_1867,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Education Funding (Child/Self)"
PG_1868,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Healthcare Savings"
PG_1869,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Early Financial Freedom/FIRE"
PG_1870,"Income: $144,500 - $279,700, Age: 17 - 33, State: NC, Goal: Other"
PG_1871,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Debt Repayment"
PG_1872,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Retirement"
PG_1873,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Emergency Fund Building"
PG_1874,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Travel"
PG_1875,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Home Purchase"
PG_1876,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Investment Growth"
PG_1877,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Education Funding (Child/Self)"
PG_1878,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Healthcare Savings"
PG_1879,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Early Financial Freedom/FIRE"
PG_1880,"Income: $144,500 - $279,700, Age: 17 - 33, State: SD, Goal: Other"
PG_1881,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Debt Repayment"
PG_1882,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Retirement"
PG_1883,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Emergency Fund Building"
PG_1884,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Travel"
PG_1885,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Home Purchase"
PG_1886,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Investment Growth"
PG_1887,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Education Funding (Child/Self)"
PG_1888,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Healthcare Savings"
PG_1889,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Early Financial Freedom/FIRE"
PG_1890,"Income: $144,500 - $279,700, Age: 17 - 33, State: UT, Goal: Other"
PG_1891,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Debt Repayment"
PG_1892,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Retirement"
PG_1893,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Emergency Fund Building"
PG_1894,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Travel"
PG_1895,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Home Purchase"
PG_1896,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Investment Growth"
PG_1897,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Education Funding (Child/Self)"
PG_1898,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Healthcare Savings"
PG_1899,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Early Financial Freedom/FIRE"
PG_1900,"Income: $144,500 - $279,700, Age: 17 - 33, State: WV, Goal: Other"
PG_1901,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Debt Repayment"
PG_1902,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Retirement"
PG_1903,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Emergency Fund Building"
PG_1904,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Travel"
PG_1905,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Home Purchase"
PG_1906,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Investment Growth"
PG_1907,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Education Funding (Child/Self)"
PG_1908,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Healthcare Savings"
PG_1909,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Early Financial Freedom/FIRE"
PG_1910,"Income: $144,500 - $279,700, Age: 17 - 33, State: PW, Goal: Other"
PG_1911,"Income: $144,500 - $279,700, Age: 17 - 33, State: ID, Goal: Debt Repayment"
PG_1912,"Income: $144,500 - $279,700, Age: 17 - 33, State: ID, Goal: Retirement"
PG_1913,"Income: $144,500 - $279,700, Age: 17 - 33, State: ID, Goal: Emergency Fund Building"
PG_1914,"Income: $144,500 - $279,700, Age: 17 - 33, State: ID, Goal: Travel"
PG_1915,"Income: $144,500 - $279,700, Age: 17 - 33, State: ID, Goal: Home Purchase"
PG_1916,"Income: $144,500 - $279,700, Age: 17 - 33, State: ID, Goal: Investment Growth"
PG_1917,"Income: $144,500 - $279,700, Age: 17 - 33, State: ID, Goal: Education Funding (Child/Self)"
